'blueberries' buckshot | nswc seal,1.2566
sticker | facecrack | berlin 2019,0.0412
sticker | felps (foil) | katowice 2019,0.5768
sticker | felps (foil) | krakow 2017,7.7559
sticker | felps | boston 2018,0.309
sticker | felps | katowice 2019,0.0927
sticker | felps | krakow 2017,0.309
sticker | fer (foil) | berlin 2019,0.1957
sticker | fer (foil) | katowice 2019,0.5356
sticker | fer (foil) | krakow 2017,8.0443
sticker | fer (foil) | london 2018,1.4523
sticker | fer (gold) | berlin 2019,8.3739
sticker | fer | atlanta 2017,1.3699
sticker | fer | berlin 2019,0.0515
sticker | fer | boston 2018,0.6283
sticker | fer | cluj-napoca 2015,1.8952
sticker | fer | cologne 2015,4.2539
sticker | fer | cologne 2016,2.0394
sticker | fer | katowice 2019,0.1442
sticker | fer | krakow 2017,0.6592
sticker | fer | london 2018,0.5047
sticker | fer | mlg columbus 2016,1.2463
sticker | fitch (foil) | katowice 2019,0.4841
sticker | fitch | boston 2018,0.3502
sticker | fitch | katowice 2019,0.103
sticker | flamie (foil) | berlin 2019,0.1442
sticker | flamie (foil) | boston 2018,1.3493
sticker | flamie (foil) | katowice 2019,0.4841
sticker | flamie (foil) | krakow 2017,5.4178
sticker | flamie (foil) | london 2018,0.8549
sticker | flamie (gold) | berlin 2019,6.5199
sticker | flamie | atlanta 2017,4.9646
sticker | flamie | berlin 2019,0.0309
sticker | flamie | boston 2018,0.4429
sticker | flamie | cluj-napoca 2015,1.0403
sticker | flamie | cologne 2015,1.03
sticker | flamie | cologne 2016,1.1948
sticker | flamie | katowice 2019,0.1236
sticker | flamie | krakow 2017,1.0712
sticker | flamie | london 2018,0.2369
sticker | flamie | mlg columbus 2016,0.5459
sticker | flusha (foil) | boston 2018,5.15
sticker | flusha (foil) | katowice 2019,1.7304
sticker | flusha (foil) | london 2018,0.618
sticker | flusha | atlanta 2017,2.1733
sticker | flusha | boston 2018,0.9888
sticker | flusha | cluj-napoca 2015,0.9888
sticker | flusha | cologne 2015,0.9991
sticker | flusha | cologne 2016,0.8343
sticker | flusha | katowice 2019,0.2678
sticker | flusha | krakow 2017,0.6798
sticker | flusha | london 2018,0.103
sticker | flusha | mlg columbus 2016,0.618
sticker | fnx | cologne 2016,3.2239
sticker | fnx | mlg columbus 2016,2.8428
sticker | forze esports (foil) | berlin 2019,1.1948
sticker | forze esports | berlin 2019,0.1545
sticker | fox | cluj-napoca 2015,1.8025
sticker | fox | cologne 2015,1.6583
sticker | fox | mlg columbus 2016,2.1939
sticker | freakazoid | cologne 2015,1.2257
sticker | freakazoid | mlg columbus 2016,1.3493
sticker | friberg | cluj-napoca 2015,0.7725
sticker | friberg | cologne 2015,0.8446
sticker | friberg | mlg columbus 2016,0.5459
sticker | frozen (foil) | berlin 2019,1.236
sticker | frozen | berlin 2019,0.0927
sticker | gade (foil) | berlin 2019,0.206
sticker | gade | berlin 2019,0.0206
sticker | gade | london 2018,0.1751
sticker | gla1ve (foil) | berlin 2019,0.1854
sticker | gla1ve (foil) | katowice 2019,0.8137
sticker | gla1ve (foil) | krakow 2017,6.2521
sticker | gla1ve (foil) | london 2018,2.781
sticker | gla1ve (gold) | berlin 2019,12.3806
sticker | gla1ve | berlin 2019,0.0412
sticker | gla1ve | boston 2018,0.8961
sticker | gla1ve | cologne 2016,4.6041
sticker | gla1ve | katowice 2019,0.1236
sticker | gla1ve | krakow 2017,0.7828
sticker | gla1ve | london 2018,0.5047
sticker | gob b (foil) | katowice 2019,0.5974
sticker | gob b (foil) | krakow 2017,6.4478
sticker | gob b | boston 2018,0.2884
sticker | gob b | katowice 2019,0.0927
sticker | gob b | krakow 2017,0.3605
sticker | gob b | london 2018,0.1545
sticker | hampus (gold) | stockholm 2021,4.3981
sticker | hampus | stockholm 2021,0.0206
sticker | hooch | mlg columbus 2016,1.5862
sticker | hunter- (foil) | berlin 2019,0.824
sticker | hunter- (gold) | stockholm 2021,9.2906
sticker | hunter- | berlin 2019,0.0515
sticker | hunter- | stockholm 2021,0.0206
sticker | hutji (foil) | katowice 2019,0.9991
sticker | hutji (foil) | krakow 2017,8.6829
sticker | hutji | boston 2018,0.5356
sticker | hutji | katowice 2019,0.2266
sticker | hutji | krakow 2017,0.9991
sticker | hutji | london 2018,0.1854
sticker | ibuypower (holo) | cologne 2014,144.4781
sticker | ibuypower | cologne 2014,38.0173
sticker | ibuypower | dreamhack 2014,102.1348
sticker | innocent | boston 2018,0.9991
sticker | innocent | krakow 2017,0.5871
sticker | interz (gold) | stockholm 2021,3.3269
sticker | interz (holo) | stockholm 2021,0.0721
sticker | interz | stockholm 2021,0.0206
sticker | jr (foil) | katowice 2019,1.4214
sticker | jr | boston 2018,0.5562
sticker | jr | katowice 2019,0.2781
sticker | jr | krakow 2017,1.0609
sticker | jr | london 2018,0.3605
sticker | jdm64 | atlanta 2017,2.8943
sticker | jdm64 | boston 2018,0.5562
sticker | jdm64 | cologne 2015,1.6892
sticker | jdm64 | cologne 2016,1.1536
sticker | jkaem (foil) | berlin 2019,0.0824
sticker | jkaem (foil) | katowice 2019,0.6592
sticker | jkaem (gold) | berlin 2019,4.9955
sticker | jkaem | berlin 2019,0.0206
sticker | jkaem | cluj-napoca 2015,1.2978
sticker | jkaem | katowice 2019,0.0927
sticker | jkaem | london 2018,0.1648
sticker | jkaem | mlg columbus 2016,0.8446
sticker | jks (foil) | berlin 2019,0.103
sticker | jks (foil) | katowice 2019,1.1536
sticker | jks | berlin 2019,0.0206
sticker | jks | katowice 2019,0.0824
sticker | jks | london 2018,0.1545
sticker | jmqa | london 2018,0.103
sticker | k0nfig (foil) | boston 2018,7.6323
sticker | k0nfig | atlanta 2017,2.8119
sticker | k0nfig | boston 2018,1.1948
sticker | k0nfig | krakow 2017,1.9982
sticker | k0nfig | london 2018,0.2781
sticker | kngv- (foil) | berlin 2019,1.8025
sticker | kngv- (foil) | krakow 2017,7.4778
sticker | kngv- | berlin 2019,0.2575
sticker | kngv- | boston 2018,2.2969
sticker | kngv- | krakow 2017,0.7004
sticker | krystal (foil) | boston 2018,4.9337
sticker | krystal | boston 2018,0.7828
sticker | karrigan (foil) | berlin 2019,0.2884
sticker | karrigan (foil) | boston 2018,3.4093
sticker | karrigan (foil) | krakow 2017,4.5732
sticker | karrigan (foil) | london 2018,0.8858
sticker | karrigan | berlin 2019,0.0721
sticker | karrigan | boston 2018,0.8446
sticker | karrigan | cologne 2015,0.8652
sticker | karrigan | cologne 2016,2.0909
sticker | karrigan | krakow 2017,0.7313
sticker | karrigan | london 2018,0.1751
sticker | keev (foil) | boston 2018,2.4102
sticker | keev (foil) | krakow 2017,17.9632
sticker | keev | krakow 2017,0.4223
sticker | kennys (foil) | berlin 2019,4.7895
sticker | kennys (foil) | boston 2018,34.0209
sticker | kennys (foil) | cologne 2015,26.1929
sticker | kennys (foil) | katowice 2019,17.4894
sticker | kennys (foil) | krakow 2017,98.2208
sticker | kennys (foil) | london 2018,13.5445
sticker | kennys | atlanta 2017,11.2579
sticker | kennys | berlin 2019,0.927
sticker | kennys | boston 2018,6.8392
sticker | kennys | cluj-napoca 2015,6.3036
sticker | kennys | cologne 2015,5.4075
sticker | kennys | katowice 2019,4.1612
sticker | kennys | krakow 2017,10.0734
sticker | kennys | london 2018,3.3475
sticker | kennys | mlg columbus 2016,7.5499
sticker | keshandr (foil) | boston 2018,10.2897
sticker | keshandr (foil) | krakow 2017,39.5314
sticker | keshandr | boston 2018,2.3175
sticker | keshandr | krakow 2017,2.06
sticker | kinqie (foil) | berlin 2019,0.2678
sticker | kinqie | berlin 2019,0.0412
sticker | kioshima (foil) | cologne 2015,3.5123
sticker | kioshima (foil) | krakow 2017,2.6265
sticker | kioshima | cluj-napoca 2015,0.7416
sticker | kioshima | cologne 2015,0.7416
sticker | kioshima | katowice 2019,0.206
sticker | kioshima | krakow 2017,0.3605
sticker | lowel (foil) | berlin 2019,0.0721
sticker | lowel (foil) | krakow 2017,5.7886
sticker | lowel | atlanta 2017,1.2978
sticker | lowel | berlin 2019,0.0206
sticker | lowel | krakow 2017,0.7416
sticker | malta (foil) | berlin 2019,0.2369
sticker | malta (foil) | katowice 2019,0.6386
sticker | malta | berlin 2019,0.0309
sticker | malta | katowice 2019,0.0927
sticker | markeloff (foil) | boston 2018,4.5114
sticker | markeloff (foil) | cologne 2015,5.4796
sticker | markeloff | boston 2018,1.3184
sticker | markeloff | krakow 2017,1.8231
sticker | mir | boston 2018,0.5768
sticker | mir | krakow 2017,0.927
sticker | mir | london 2018,0.2472
sticker | misutaaa (holo) | stockholm 2021,0.103
sticker | misutaaa | stockholm 2021,0.0206
sticker | mou | boston 2018,0.5768
sticker | mou | krakow 2017,0.4944
sticker | mou | london 2018,0.2781
sticker | mousesports (foil) | berlin 2019,1.8334
sticker | mousesports (foil) | boston 2018,19.7966
sticker | mousesports (foil) | cologne 2015,12.0819
sticker | mousesports (foil) | london 2018,6.2727
sticker | mousesports (foil) | mlg columbus 2016,11.1034
sticker | mousesports (holo) | berlin 2019,0.5047
sticker | mousesports (holo) | boston 2018,7.3748
sticker | mousesports (holo) | cologne 2016,6.7362
sticker | mousesports (holo) | krakow 2017,3.9964
sticker | mousesports (holo) | london 2018,5.5929
sticker | mousesports (holo) | mlg columbus 2016,11.9686
sticker | mousesports | atlanta 2017,3.0694
sticker | mousesports | berlin 2019,0.4738
sticker | mousesports | boston 2018,1.6686
sticker | mousesports | cluj-napoca 2015,1.6171
sticker | mousesports | cologne 2015,1.9467
sticker | mousesports | cologne 2016,2.9355
sticker | mousesports | krakow 2017,1.0609
sticker | mousesports | london 2018,0.5459
sticker | mousesports | mlg columbus 2016,1.9776
sticker | myxmg | dreamhack 2014,11.9789
sticker | n0rb3r7 (foil) | katowice 2019,1.4729
sticker | n0thing (foil) | cologne 2015,11.1652
sticker | n0thing (foil) | katowice 2019,0.618
sticker | n0thing | cologne 2015,2.3896
sticker | n0thing | katowice 2019,0.1236
sticker | n0thing | krakow 2017,1.1948
sticker | n0thing | mlg columbus 2016,2.3587
sticker | nafany (gold) | stockholm 2021,6.1903
sticker | nafany (holo) | stockholm 2021,0.1236
sticker | nafany | stockholm 2021,0.0206
sticker | nealan | berlin 2019,0.0206
sticker | nex (foil) | boston 2018,1.8952
sticker | nex (foil) | krakow 2017,8.2091
sticker | nex | boston 2018,0.2884
sticker | nex | krakow 2017,0.4326
sticker | nex | london 2018,0.3193
sticker | nex | mlg columbus 2016,0.7725
sticker | nexa (foil) | berlin 2019,0.4017
sticker | nexa (gold) | stockholm 2021,3.9552
sticker | nexa (holo) | stockholm 2021,0.1442
sticker | nexa | berlin 2019,0.0412
sticker | nexa | stockholm 2021,0.0206
sticker | ngin (foil) | london 2018,0.5974
sticker | niko  | london 2018,3.6256
sticker | nitr0 (foil) | berlin 2019,0.2266
sticker | nitr0 (foil) | katowice 2019,0.9373
sticker | nitr0 (gold) | berlin 2019,6.2521
sticker | nitr0 | atlanta 2017,2.7089
sticker | nitr0 | berlin 2019,0.0206
sticker | nitr0 | boston 2018,0.8961
sticker | nitr0 | cologne 2016,1.1742
sticker | nitr0 | katowice 2019,0.1339
sticker | nitr0 | london 2018,0.2781
sticker | nitr0 | mlg columbus 2016,0.6386
sticker | obo (foil) | berlin 2019,0.3296
sticker | obo (gold) | berlin 2019,13.184
sticker | obo | berlin 2019,0.0309
sticker | olofmeister (foil) | berlin 2019,0.7313
sticker | olofmeister (foil) | boston 2018,8.3842
sticker | olofmeister (foil) | katowice 2019,2.0291
sticker | olofmeister (foil) | krakow 2017,21.3107
sticker | olofmeister (foil) | mlg columbus 2016,15.3367
sticker | olofmeister (gold) | berlin 2019,33.6501
sticker | olofmeister | atlanta 2017,5.2633
sticker | olofmeister | berlin 2019,0.1339
sticker | olofmeister | boston 2018,2.0291
sticker | olofmeister | cluj-napoca 2015,2.8016
sticker | olofmeister | cologne 2015,2.4411
sticker | olofmeister | cologne 2016,3.3784
sticker | olofmeister | katowice 2019,0.2369
sticker | olofmeister | krakow 2017,1.9055
sticker | olofmeister | london 2018,0.4326
sticker | olofmeister | mlg columbus 2016,1.6171
sticker | oskar (foil) | berlin 2019,0.0927
sticker | oskar (foil) | krakow 2017,5.3354
sticker | oskar | berlin 2019,0.0412
sticker | oskar | boston 2018,0.4841
sticker | oskar | krakow 2017,0.7107
sticker | oskar | london 2018,0.2575
sticker | ottond (foil) | berlin 2019,0.1648
sticker | ottond | berlin 2019,0.0206
sticker | pain gaming (gold) | stockholm 2021,5.7165
sticker | pain gaming | stockholm 2021,0.0309
sticker | pashabiceps (foil) | cluj-napoca 2015,13.4312
sticker | pashabiceps (foil) | krakow 2017,11.9995
sticker | pashabiceps | atlanta 2017,1.6892
sticker | pashabiceps | boston 2018,1.2978
sticker | pashabiceps | cluj-napoca 2015,2.2042
sticker | pashabiceps | cologne 2015,3.1209
sticker | pashabiceps | krakow 2017,1.8746
sticker | pashabiceps | london 2018,2.0497
sticker | pashabiceps | mlg columbus 2016,2.1836
sticker | paz (foil) | london 2018,0.8652
sticker | paz | boston 2018,0.5562
sticker | paz | london 2018,0.2678
sticker | pronax | atlanta 2017,1.0094
sticker | pronax | cluj-napoca 2015,0.6901
sticker | pronax | cologne 2015,0.7004
sticker | pyth | cologne 2016,0.6077
sticker | pyth | mlg columbus 2016,0.6077
sticker | qikert (foil) | berlin 2019,0.0927
sticker | qikert (foil) | katowice 2019,0.4738
sticker | qikert | berlin 2019,0.0206
sticker | qikert | katowice 2019,0.0721
sticker | rain (foil) | berlin 2019,0.4944
sticker | rain (foil) | boston 2018,8.3842
sticker | rain (foil) | katowice 2019,2.4823
sticker | rain (foil) | krakow 2017,8.9919
sticker | rain (foil) | london 2018,1.9776
sticker | rain | berlin 2019,0.0824
sticker | rain | boston 2018,1.9158
sticker | rain | cluj-napoca 2015,2.4823
sticker | rain | cologne 2015,1.8849
sticker | rain | katowice 2019,0.2266
sticker | rain | krakow 2017,1.0609
sticker | rain | london 2018,0.2678
sticker | rain | mlg columbus 2016,3.0282
sticker | refrezh (gold) | stockholm 2021,2.9252
sticker | refrezh (holo) | stockholm 2021,0.0618
sticker | refrezh | stockholm 2021,0.0206
sticker | ropz (foil) | berlin 2019,1.4832
sticker | ropz (foil) | boston 2018,12.6793
sticker | ropz (foil) | krakow 2017,96.7891
sticker | ropz (foil) | london 2018,4.6556
sticker | ropz | berlin 2019,0.3296
sticker | ropz | boston 2018,2.4823
sticker | ropz | krakow 2017,8.9507
sticker | ropz | london 2018,0.9064
sticker | s1mple (foil) | berlin 2019,4.2539
sticker | s1mple (foil) | boston 2018,50.5421
sticker | s1mple (foil) | katowice 2019,10.5575
sticker | s1mple (foil) | krakow 2017,76.8483
sticker | s1mple (foil) | london 2018,10.8253
sticker | s1mple (gold) | stockholm 2021,56.4543
sticker | s1mple (holo) | stockholm 2021,0.7828
sticker | s1mple | atlanta 2017,66.9294
sticker | s1mple | berlin 2019,0.6695
sticker | s1mple | boston 2018,11.2785
sticker | s1mple | cologne 2016,15.6045
sticker | s1mple | katowice 2019,2.1424
sticker | s1mple | krakow 2017,10.5369
sticker | s1mple | london 2018,3.2342
sticker | s1mple | mlg columbus 2016,8.2812
sticker | s1mple | stockholm 2021,0.0515
sticker | sdy (foil) | katowice 2019,3.4505
sticker | sdy (foil) | london 2018,5.3045
sticker | sdy | katowice 2019,0.3399
sticker | sdy | london 2018,1.0094
sticker | seang@res | boston 2018,32.5583
sticker | seang@res | cluj-napoca 2015,1.4111
sticker | seang@res | cologne 2015,1.03
sticker | seized (foil) | krakow 2017,4.9955
sticker | seized | boston 2018,0.7931
sticker | seized | cluj-napoca 2015,0.9991
sticker | seized | cologne 2015,1.0815
sticker | seized | krakow 2017,0.7313
sticker | seized | mlg columbus 2016,0.3914
sticker | sergej (foil) | berlin 2019,0.1133
sticker | sergej (foil) | katowice 2019,0.9476
sticker | sergej (gold) | berlin 2019,4.4496
sticker | sergej | berlin 2019,0.0206
sticker | sergej | katowice 2019,0.1133
sticker | sh1ro (gold) | stockholm 2021,26.9345
sticker | sh1ro (holo) | stockholm 2021,0.4635
sticker | sh1ro | stockholm 2021,0.0309
sticker | shox (foil) | berlin 2019,0.309
sticker | shox (foil) | boston 2018,5.0367
sticker | shox (foil) | cologne 2015,15.5221
sticker | shox (foil) | katowice 2019,1.957
sticker | shox (foil) | krakow 2017,15.038
sticker | shox (foil) | london 2018,1.648
sticker | shox | berlin 2019,0.0515
sticker | shox | boston 2018,0.7931
sticker | shox | katowice 2019,0.2163
sticker | shox | krakow 2017,0.7519
sticker | shox | london 2018,0.309
sticker | shox | stockholm 2021,0.0206
sticker | shroud | cologne 2015,11.3197
sticker | shroud | krakow 2017,4.1818
sticker | sjuush (gold) | stockholm 2021,2.6574
sticker | sjuush (holo) | stockholm 2021,0.0515
sticker | sjuush | stockholm 2021,0.0206
sticker | smooya (foil) | katowice 2019,0.7622
sticker | smooya (foil) | london 2018,4.5526
sticker | smooya | katowice 2019,0.1236
sticker | smooya | london 2018,0.6386
sticker | somebody (foil) | berlin 2019,1.5656
sticker | somebody (foil) | katowice 2019,2.575
